name,latitude,longitude
Tacloban -  Daniel Z. Romualdez Airport (Philippines) (TAC),0.195966179,2.182146086
Danielson -  Danielson Airport (United States),0.729891428,-1.254909203
Danville -  Danville Regional Airport (United States) (DAN),0.638317502,-1.384676121
Daocheng -  Daocheng Yading Airport (China) (DCY),0.511783874,1.746260088
Manteo -  Dare County Regional Airport (United States) (MEO),0.626904792,-1.32113576
Darlington -  Darlington County Airport (United States),0.601255473,-1.39434525
Darnley Island -  Darnley Island Airport (Australia) (NLF),-0.167260664,2.509207476
Daru -  Daru Airport (Papua New Guinea) (DAU),-0.158593873,2.499450986
Darwin -  Darwin International Airport (Australia) (DRW),-0.216677383,2.284234546
Conselheiro Lafaiete -  Das Bandeirinhas Airport (Brazil),-0.36195659,-0.764409602
Das Island -  Das Island Airport (United Arab Emirates),0.438883988,0.922820139
Dasht-e-naz -  Dasht-e Naz Airport (Iran) (SRY),0.639415324,0.928403456
Dasoguz -  Dasoguz Airport (Turkmenistan) (TAZ),0.728868712,1.044172861
Datadawai-Borneo Island -  Datadawai Airport (Indonesia) (DTD),0.014147639,1.998936064
Datong -  Datong Airport (China) (DAT),0.699184117,1.980634577
Daugavpils -  Daugavpils Intrenational Airport (Latvia) (DGP),0.976419584,0.465392061
Dauphin -  Dauphin Barker Airport (Canada) (YDN),0.891877203,-1.746236858
Houston -  David Wayne Hooks Memorial Airport (United States) (DWH),0.524677389,-1.667711023
Lexington -  Davidson County Airport (United States),0.624498026,-1.401565755
Tucson -  Davis Monthan Air Force Base (United States) (DMA),0.561411335,-1.93527349
Fort Belvoir -  Davison Army Air Field (United States) (DAA),0.675704223,-1.347062566
Dawadmi -  Dawadmi Domestic Airport (Saudi Arabia),0.427605667,0.774926215
Dawei -  Dawei Airport (Burma) (TVY),0.246159492,1.713976123
Dawson -  Dawson City Airport (Canada) (YDA),1.117762931,-2.428241786
Glendive -  Dawson Community Airport (United States) (GDV),0.822725495,-1.829227215
Dawson Creek -  Dawson Creek Airport (Canada) (YDQ),0.972886635,-2.097589032
Dayong -  Dayong Airport (China) (DYG),0.507939682,1.927594003
Gheshm I. -  Dayrestan Airport (Iran),0.466955869,0.975680957
Dayton -  Dayton-Wright Brothers Airport (United States) (MGY),0.69095841,-1.470001805
Daytona Beach -  Daytona Beach International Airport (United States) (DAB),0.509285313,-1.414730696
Cosford -  DCAE Cosford Air Base (United Kingdom),0.918741301,-0.040239962
De Kooy -  De Kooy Airport (Netherlands) (DHR),0.923687597,0.083437561
Rancagua -  De La Independencia Airport (Chile) (QRC),-0.596443555,-1.235269055
Deurne -  De Peel Air Base (Netherlands),0.899146501,0.102201595
Deadhorse -  Deadhorse Airport (United States) (SCC),1.22512867,-2.591203009
Dead Man's Cay -  Deadman's Cay Airport (Bahamas) (LGI),0.404549882,-1.310630522
Dease Lake -  Dease Lake Airport (Canada) (YDL),1.019659733,-2.269486493
Deauville -  Deauville-Saint-Gatien Airport (France) (DOL),0.861587008,0.002693148
Deblin -  Deblin Military Air Base (Poland),0.899741651,0.382115413
Debre Marqos -  Debra Marcos Airport (Ethiopia) (DBM),0.180641584,0.658285817
Debre Tabor -  Debre Tabor Airport (Ethiopia) (DBT),0.208863552,0.663225116
Debrecen -  Debrecen International Airport (Hungary) (DEB),0.82883765,0.37725814
Decatur -  Decatur Airport (United States) (DEC),0.695244901,-1.550999053
Bainbridge -  Decatur County Industrial Air Park (United States) (BGE),0.540554656,-1.477201261
Decimomannu -  Decimomannu Air Base (Italy) (DCI),0.68686033,0.156599318
Deelen -  Deelen Air Base (Netherlands),0.908628881,0.102504234
Deer Lake -  Deer Lake Airport (Canada) (YDF),0.858890491,-1.001668882
Deer Lake -  Deer Lake Airport (Canada) (YVZ),0.919017078,-1.641681153
Deering -  Deering Airport (United States) (DRG),1.153132107,-2.840802724
Deesa -  Deesa Airport (India),0.423554766,1.260204499
Dehra Dun -  Dehradun Airport (India) (DED),0.526909648,1.36450361
Deire Zor -  Deir ez-Zor Air Base (Syria) (DEZ),0.615846408,0.701203463
Atlanta -  DeKalb Peachtree Airport (United States) (PDK),0.591240737,-1.4713475
Del Bajio -  Del Bajio International Airport (Mexico) (BJX),0.366405697,-1.771177631
Porlamar -  Del Caribe Santiago Marino International Airport (Venezuela) (PMV),0.190460859,-1.116427755
Monterrey -  Del Norte International Airport (Mexico) (NTR),0.4514399,-1.749465682
Del Rio -  Del Rio International Airport (United States) (DRT),0.512676519,-1.761508489
DeLand -  Deland Municipal Sidney H Taylor Field (United States),0.507314844,-1.418669907
Muncie -  Delaware County Johnson Field (United States) (MIE),0.702360601,-1.490439569
Deline -  Deline Airport (Canada) (YWJ),1.138148364,-2.154364563
Haixi -  Delingha Airport (China) (HXD),0.647958476,1.697658341
Dell -  Dell Flight Strip (United States),0.780785235,-1.967335154
Delta Camp -  Delta Camp Airport (Botswana),-0.340902945,0.403040158
Escanaba -  Delta County Airport (United States) (ESC),0.798011627,-1.520071763
Delta -  Delta Municipal Airport (United States) (DTA),0.687321131,-1.963635091
Dembidollo -  Dembidollo Airport (Ethiopia) (DEM),0.149295462,0.608386901
Deming -  Deming Municipal Airport (United States) (DMN),0.563083334,-1.880086136
McKinley Park -  Denali Airport (United States),1.110816541,-2.597015094
Deniliquin -  Deniliquin Airport (Australia) (DNQ),-0.620628586,2.529784922
Bella Bella -  Denny Island Airport (Canada),0.909978666,-2.235064242
Denton -  Denton Municipal Airport (United States),0.579461509,-1.696425092
Denver -  Denver International Airport (United States) (DEN),0.695717878,-1.826888427
Kerinci Regency -  Departi Parbo Airport (Indonesia) (KRC),-0.036529741,1.770955921
Salvador -  Deputado Luiz Eduardo Magalhaes International Airport (Brazil) (SSA),-0.225297769,-0.668853773
Dera Ghazi Khan -  Dera Ghazi Khan Airport (Pakistan) (DEA),0.522918105,1.230211047
Dera Ismael Khan -  Dera Ismael Khan Airport (Pakistan) (DSK),0.556924109,1.237379078
Derby -  Derby Airport (Australia) (DRB),-0.303163706,2.15829166
Lovelock -  Derby Field (United States) (LOL),0.699290575,-2.06934967
Des Moines -  Des Moines International Airport (United States) (DSM),0.724905059,-1.634729504
Mattawa -  Desert Aire Regional Airport (United States),0.814848867,-2.093016257
Mercury -  Desert Rock Airport (United States) (DRA),0.6391291,-2.025157839
Copiapo -  Desierto de Atacama Airport (Chile) (CPO),-0.475797697,-1.235330042
Desroches -  Desroches Airport (Seychelles) (DES),-0.099426171,0.936470373
Dessau -  Dessau Airfield (Germany),0.904633717,0.212772426
Destin -  Destin Executive Airport (United States) (DSI),0.53058185,-1.509212324
Valparaiso -  Destin-Ft Walton Beach Airport (United States) (VPS),0.532032207,-1.510153082
Detroit -  Detroit Metropolitan Wayne County Airport (United States) (DTW),0.73674534,-1.454791293
Indore -  Devi Ahilyabai Holkar Airport (India) (IDR),0.396570219,1.322978801
Devils Lake -  Devils Lake Regional Airport (United States) (DVL),0.839751217,-1.726284188
Devonport -  Devonport Airport (Australia) (DPO),-0.718546828,2.555685496
Karimunjawa -  Dewadaru - Kemujan Island (Indonesia) (KWB),-0.101244979,1.928211483
Dezful -  Dezful Airport (Iran) (DEF),0.566087053,0.844697435
Dhanbad -  Dhanbad Airport (India) (DBD),0.415981767,1.508406052
Dhangarhi -  Dhangarhi Airport (Nepal) (DHI),0.501839751,1.4064195
DHARAVANDHOO -  Dharavandhoo Airport (Maldives) (DRV),0.089990922,1.276362773
Rhodos -  Diagoras Airport (Greece) (RHO),0.635394084,0.490196677
Diamantina -  Diamantina Airport (Brazil) (DTI),-0.318208435,-0.761843169
Diamantino -  Diamantino Airport (Brazil) (DMT),-0.250924236,-0.984372649
Mohanbari -  Dibrugarh Airport (India) (DIB),0.479684548,1.658357735
Dickinson -  Dickinson Theodore Roosevelt Regional Airport (United States) (DIK),0.816768736,-1.794233413
Iquique -  Diego Aracena Airport (Chile) (IQQ),-0.358406855,-1.224894711
Diego Garcia Island -  Diego Garcia Naval Support Facility (British Indian Ocean Territory) (NKW),-0.127640641,1.263812145
Fajardo -  Diego Jimenez Torres Airport (Puerto Rico) (FAJ),0.319550602,-1.146016407
Dienbienphu -  Dien Bien Phu Airport (Vietnam) (DIN),0.373456811,1.797828812
Diepholz -  Diepholz Air Base (Germany),0.917791091,0.145599241
Diffa -  Diffa Airport (Niger),0.233401136,0.220377496
Tremblay-en-France -  Digby (General Hospital) Heliport (France),0.77869785,-1.14776171
Digby -  Digby / Annapolis Regional Airport (Canada) (YDG),0.777471664,-1.148172261
Dijon -  Dijon-Bourgogne Airport (France) (DIJ),0.824997974,0.088837259
Dikson -  Dikson Airport (Russia) (DKS),1.283127791,1.402889879
Keene -  Dillant Hopkins Airport (United States) (EEN),0.748718312,-1.261363373
Dillingham -  Dillingham Airfield (United States) (HDH),0.376633329,-2.761058625
Dillingham -  Dillingham Airport (United States) (DLG),1.030524432,-2.766434216
Dillon's Bay -  Dillon's Bay Airport (Vanuatu) (DLY),-0.327587822,2.949624013
Dimapur -  Dimapur Airport (India) (DMU),0.451759273,1.636614489
Alexandroupolis -  Dimokritos Airport (Greece) (AXD),0.713069971,0.45302291
Dinard -  Dinard-Pleurtuit-Saint-Malo Airport (France) (DNR),0.848015339,-0.036302152
Dinslaken -  Dinslaken/Schwarze Heide Airport (Germany),0.900871101,0.119821705
Petersburg -  Dinwiddie County Airport (United States) (PTB),0.648979734,-1.352759334
Criciuma -  Diomicio Freitas Airport (Brazil) (CCM),-0.501336114,-0.862565986
Niamey -  Diori Hamani International Airport (Niger) (NIM),0.235296563,0.038111184
Angeles City -  Diosdado Macapagal International Airport (Philippines) (CRK),0.2650457,2.104168911
Dipolog -  Dipolog Airport (Philippines) (DPL),0.150132934,2.152721826
Shangri-La -  Diqing Airport (China) (DIG),0.485089831,1.739695329
Dirkou -  Dirkou Airport (Niger),0.331066277,0.224601186
 -  Dirranbandi Airport (Australia) (DRN),-0.499019297,2.586874574
Diu -  Diu Airport (India) (DIU),0.361511801,1.237806648
Mocord -  Dix-Sept Rosado Airport (Brazil) (MVF),-0.090790632,-0.652130054
Diyabakir -  Diyarbakir Airport (Turkey) (DIY),0.661373353,0.701639816
Djanet -  Djanet Inedbirene Airport (Algeria) (DJG),0.423989362,0.1649762
Djerba -  Djerba Zarzis International Airport (Tunisia) (DJE),0.591230284,0.188067959
Djibouti -  Djibouti-Ambouli Airport (Djibouti) (JIB),0.201538411,0.753275381
Del Rio -  DLF Airport (United States) (DLF),0.512419959,-1.758907948
Dnepropetrovsk -  Dnipropetrovsk International Airport (Ukraine) (DNK),0.843992368,0.61262106
Marietta -  Dobbins Air Reserve Base (United States) (MGE),0.591935423,-1.475087644
Docker River -  Docker River Airport (Australia) (DKV),-0.433888863,2.252696593
Dodge City -  Dodge City Regional Airport (United States) (DDC),0.659095685,-1.744728842
Dodoma -  Dodoma Airport (Tanzania) (DOD),-0.107694498,0.624000614
Doha -  Doha International Airport (Qatar) (DIA),0.440889385,0.899980809
Dolbeau-St-Felicien -  Dolbeau St Felicien Airport (Canada) (YDO),0.851345422,-1.263182046
Dole -  Dole-Tavaux Airport (France) (DLE),0.82104976,0.094859744
Dolna Mitropoliya -  Dolna Mitropoliya Air Base (Bulgaria),0.758370012,0.427654536
Dolpa -  Dolpa Airport (Nepal) (DOP),0.505895912,1.445465969
San Juan -  Domingo Faustino Sarmiento Airport (Argentina) (UAQ),-0.551026642,-1.194122823
Sorong -  Dominique Edward Osok Airport (Indonesia) (SOQ),-0.015603244,2.291390415
Moscow -  Domodedovo International Airport (Russia) (DME),0.967065964,0.661589735
Guadalajara -  Don Miguel Hidalgo Y Costilla International Airport (Mexico) (GDL),0.358172963,-1.803117051
Bangkok -  Don Mueang International Airport (Thailand) (DMK),0.24282067,1.755923441
Greenville -  Donaldson Field Airport (United States) (GDC),0.606646795,-1.437739476
Donaueschingen -  Donaueschingen-Villingen Airport (Germany) (ZQL),0.837292587,0.148740826
Dongloe -  Donegal Airport (Ireland) (CFN),0.96070254,-0.145577906
Donetsk -  Donetsk International Airport (Ukraine) (DOK),0.839042617,0.658682029
Dong Hoi -  Dong Hoi Airport (Vietnam) (VDH),0.305694418,1.860356154
Tuy Hoa -  Dong Tac Airport (Vietnam) (TBB),0.22775848,1.908238277
Fuyuan -  Dongji Aiport (China) (FYJ),0.841239868,2.345136904
Dongola -  Dongola Airport (Sudan) (DOG),0.334298622,0.531105428
Hailar -  Dongshan Airport (China) (HLD),0.85878929,2.091340722
Dongying -  Dongying Shengli Airport (China) (DOY),0.654648539,2.073241747
Uliastai -  Donoi Airport (Mongolia) (ULZ),0.832684369,1.684693023
Tambow -  Donskoye Airport (Russia) (TBW),0.921640292,0.724011435
Doomadgee -  Doomadgee Airport (Australia) (DMD),-0.313117304,2.422901079
Doris Lake -  Doris Lake (Canada) (JOJ),1.189010347,-1.860264095
Dortmund -  Dortmund Airport (Germany) (DTM),0.899163944,0.132858649
Teheran -  Doshan Tappeh Air Base (Iran),0.623134887,0.898410003
Dothan -  Dothan Regional Airport (United States) (DHN),0.54665982,-1.491376868
Douala -  Douala International Airport (Cameroon) (DLA),0.069919289,0.16963692
Albuquerque -  Double Eagle II Airport (United States),0.613399436,-1.863924343
Douglas -  Douglas Municipal Airport (United States) (DGL),0.547031564,-1.911240193
Douglas -  Douglas Municipal Airport (United States),0.54937205,-1.446188484
Dominica -  Douglas-Charles Airport (Dominica) (DOM),0.271346339,-1.069886814
Dourados -  Dourados Airport (Brazil) (DOU),-0.387496255,-0.958650034
Dover -  Dover Air Force Base (United States) (DOV),0.682938633,-1.317130233
Toronto -  Downsview Airport (Canada) (YZD),0.763450653,-1.386936346
New York -  Downtown-Manhattan/Wall St Heliport (United States) (JRB),0.710369925,-1.291700773
Doylestown -  Doylestown Airport (United States) (DYL),0.70394365,-1.311131463
Pedro Juan Caballero -  Dr Augusto Roberto Fuster International Airport (Paraguay) (PJC),-0.395142532,-0.974417353
Sibolga -  Dr Ferdinand Lumban Tobing Airport (Indonesia) (FLZ),0.027156276,1.725936916
Valera -  Dr. Antonio Nicolas Briceno Airport (Venezuela) (VLV),0.163022094,-1.231924258
Fuerte Gral Roca -  Dr. Arturo H. Illia Airport (Argentina) (GNR),-0.680690659,-1.180200343
Nagpur -  Dr. Babasaheb Ambedkar International Airport (India) (NAG),0.368128325,1.379633958
Mariscal Estigarribia -  Dr. Luis Maria Argana International Airport (Paraguay) (ESG),-0.384845087,-1.058018574
Baler -  Dr.Juan C. Angara Airport (Philippines) (BQA),0.274528231,2.120575635
Drachten -  Drachten Airport (Netherlands),0.927104965,0.1069838
Puntarenas -  Drake Bay Airport (Costa Rica) (DRK),0.152173341,-1.45982307
Fayetteville -  Drake Field (United States) (FYV),0.628407547,-1.643578256
Temple -  Draughon Miller Central Texas Regional Airport (United States) (TPL),0.543713698,-1.700086806
Dresden -  Dresden Airport (Germany) (DRS),0.892435734,0.240282977
Drietabbetje -  Drietabbetje Airport (Suriname) (DRJ),0.071756751,-0.954219778
Drumheller -  Drumheller Municipal Airport (Canada),0.898781714,-1.967841287
Drummond Island -  Drummond Island Airport (United States) (DRE),0.803013776,-1.461606722
Dryden -  Dryden Regional Airport (Canada) (YHD),0.869727219,-1.618691687
Dubai -  Dubai International Airport (United Arab Emirates) (DXB),0.440744505,0.96629105
Dubbo -  Dubbo City Regional Airport (Australia) (DBO),-0.562287515,2.593122882
Dubendorf -  Dubendorf Air Base (Switzerland),0.827261658,0.150940081
Dublin -  Dublin Airport (Ireland) (DUB),0.932377558,-0.109433366
Du Bois -  DuBois Regional Airport (United States) (DUJ),0.718696897,-1.377042036
Dubrovnik -  Dubrovnik Airport (Croatia) (DBV),0.742836588,0.318840237
Dubuque IA -  Dubuque Regional Airport (United States) (DBQ),0.740054517,-1.583179493
Dudinka -  Dudinka Airport (Russia),1.210822169,1.503717557
Crestview -  Duke Field (United States) (EGI),0.5349504,-1.510109543
Dulkaninna -  Dulkaninna Airport (Australia) (DLK),-0.506377611,2.41694945
Duluth -  Duluth International Airport (United States) (DLH),0.817548843,-1.609081931
Langgur-Kei Islands -  Dumatumbun Airport (Indonesia) (LUV),-0.098813912,2.316593018
Duncan Town -  Duncan Town Airport (Bahamas) (DCT),0.387145459,-1.321729113
Dundee -  Dundee Airport (United Kingdom) (DND),0.985281985,-0.052810697
Dundigul -  Dundigul Air Force Academy (India),0.307652663,1.368397416
Dundo -  Dundo Airport (Angola) (DUE),-0.129169896,0.363351379
Dunedin -  Dunedin Airport (New Zealand) (DUD),-0.801596574,2.970515445
Dunhuang -  Dunhuang Airport (China) (DNH),0.7009434,1.65473264
Dunk Island -  Dunk Island Airport (Australia) (DKI),-0.313141738,2.550624158
Dunnville -  Dunnville Airport (Canada) (DU9),0.748261048,-1.389208821
West Chicago -  Dupage Airport (United States) (DPA),0.731429071,-1.540228564
Duqm -  Duqm International Airport (Oman) (DQM),0.340373133,1.005905976
Durango -  Durango La Plata County Airport (United States) (DRO),0.648416009,-1.880662044
Teesside -  Durham Tees Valley Airport (United Kingdom) (MME),0.951365031,-0.024947911
Dushanbe -  Dushanbe Airport (Tajikistan) (DYU),0.672707501,1.201222804
Duesseldorf -  Dusseldorf Airport (Germany) (DUS),0.895170664,0.118102591
Poughkeepsie -  Dutchess County Airport (United States) (POU),0.726521198,-1.289522574
Dutse -  Dutse International Airport (Nigeria),0.205864517,0.162519248
Duxford -  Duxford Aerodrome (United Kingdom) (QFO),0.909155987,0.002302857
Dwangwa -  Dwangwa Airport (Malawi) (DWA),-0.218485552,0.595714052
Kostroma -  Dyagilevo Air Base (Russia),0.953729918,0.690633771
Abilene -  Dyess Air Force Base (United States) (DYS),0.565849693,-1.742791526
Kwajalein -  Dyess Army Air Field (Marshall Islands),0.164006664,2.922920229
 -  Dysart Airport (Australia) (DYA),-0.394831874,2.589440264
Dzaoudzi -  Dzaoudzi Pamandzi International Airport (Mayotte) (DZA),-0.223484173,0.790304305
Komsomolsk-on-Amur -  Dzemgi Airport (Russia),0.883234313,2.392514682
Dzhankoy -  Dzhankoy Airport (Ukraine),0.797631194,0.600723122
Dzhermuk -  Dzhermuk Airport (Armenia),0.695059944,0.797161679
Eagle -  Eagle Airport (United States) (EAA),1.130561418,-2.46354971
Vail -  Eagle County Regional Airport (United States) (EGE),0.691893912,-1.866071117
Eagle River -  Eagle River Union Airport (United States) (EGV),0.801669878,-1.558025804
Shemya -  Eareckson Air Station (United States) (SYA),0.92000318,3.038862546
Villa Rica -  Earl L. Small Jr. Field/Stockmar Airport (United States),0.589162073,-1.481517447
Earlton -  Earlton (Timiskaming Regional) Airport (Canada) (YXR),0.832476686,-1.393599075
East Midlands -  East Midlands Airport (United Kingdom) (EMA),0.92207665,-0.02317902
Longview -  East Texas Regional Airport (United States) (GGG),0.565207405,-1.653027551
East Troy -  East Troy Municipal Airport (United States),0.746952038,-1.542392782
Pendleton -  Eastern Oregon Regional At Pendleton Airport (United States) (PDT),0.797529927,-2.074166796
Bishop -  Eastern Sierra Regional Airport (United States) (BIH),0.652283652,-2.065841488
Fryeburg -  Eastern Slopes Regional Airport (United States) (FRY),0.767789542,-1.238274432
Martinsburg -  Eastern WV Regional Airport/Shepherd Field (United States) (MRB),0.687692908,-1.36108797
College Station -  Easterwood Field (United States) (CLL),0.533871786,-1.681865591
Eastmain River -  Eastmain River Airport (Canada) (ZEM),0.91152261,-1.370476146
Easton -  Easton Newnam Field (United States) (ESN),0.67726104,-1.327654513
Eastport -  Eastport Municipal Airport (United States),0.783829095,-1.169592307
Eberswalde -  Eberswalde-Finow Airport (Germany),0.92200894,0.238998601
Ech-cheliff -  Ech Cheliff Airport (Algeria) (CFK),0.632030844,0.02324377
 -  Echuca Airport (Australia) (ECH),-0.631062186,2.526573417
Ecuvillens -  Ecuvillens Airport (Switzerland),0.81602871,0.123501416
Eday -  Eday Airport (United Kingdom) (EOI),1.03307088,-0.048384365
Edenvale -  Edenvale Aerodrome (Canada),0.775643536,-1.395614122
Edinburgh -  Edinburgh Airport (United Kingdom) (EDI),0.97651173,-0.058861228
Kayes -  Kayes Dag Dag Airport (Mali) (KYS),0.252744623,-0.199044327
Edmonton -  Edmonton City Centre (Blatchford Field) Airport (Canada) (YXD),0.935016484,-1.981315285
Edmonton -  Edmonton International Airport (Canada) (YEG),0.930429788,-1.982344996
Edmundston -  Edmundston Airport (Canada),0.828867344,-1.195234687
Edson -  Edson Airport (Canada) (YET),0.935128204,-2.032697649
San Vincente De Caguan -  Eduardo Falla Solano Airport (Colombia) (SVI),0.037562453,-1.304918105
Manaus -  Eduardo Gomes International Airport (Brazil) (MAO),-0.053033749,-1.048065009
Little Cayman -  Edward Bodden Airfield (Cayman Islands) (LYB),0.343134541,-1.397813708
Montpelier -  Edward F Knapp State Airport (United States) (MPV),0.771496596,-1.266451076
Galena -  Edward G. Pitka Sr Airport (United States) (GAL),1.129859808,-2.739067307
Edwards Afb -  Edwards Air Force Base (United States) (EDW),0.609214139,-2.057463988
Eek -  Eek Airport (United States) (EEK),1.050926842,-2.828199314
Groningen -  Eelde Airport (Netherlands) (GRQ),0.927113687,0.114832893
Efogi -  Efogi Airport (Papua New Guinea) (EFG),-0.159764046,2.577149781
Hargeisa -  Egal International Airport (Somalia) (HGA),0.166123411,0.769494697
Egegik -  Egegik Airport (United States) (EGX),1.015528571,-2.74671191
Eggenfelden -  Eggenfelden Airport (Germany),0.844671474,0.222068903
Egilsstadir -  Egilsstadir Airport (Iceland) (EGS),1.139408572,-0.25135184
Fairbanks -  Eielson Air Force Base (United States) (EIL),1.128629427,-2.567414324
Elat -  Eilat Airport (Israel) (ETH),0.515942021,0.610168822
Eyn-shemer -  Ein Shemer Airfield (Israel),0.566198767,0.610999661
Eyn-yahav -  Ein Yahav Airfield (Israel) (EIY),0.534449493,0.614413501
Eindhoven -  Eindhoven Airport (Netherlands) (EIN),0.897973645,0.093803241
Eirunepe -  Eirunepe Airport (Brazil) (ERN),-0.115881662,-1.219632571
Eisenach -  Eisenach-Kindel Airport (Germany) (EIB),0.889971381,0.182905793
Eisenhuettenstadt -  Eisenhuttenstadt Airfield (Germany),0.910989543,0.254600428
Ejin Banner -  Ejin Banner-Taolai Airport (China) (EJN),0.733308812,1.762791271
Ekati -  Ekati Airport (Canada) (YOA),1.129208798,-1.930595915
Ekibastuz -  Ekibastuz Airport (Kazakhstan) (EKB),0.900432807,1.312749333
Dabaa City -  El Alamein International Airport (Egypt) (DBB),0.539734336,0.496745124
Scranton -  El Almendro Airport (United States),-0.627630104,-1.253030076
La Paz -  El Alto International Airport (Bolivia) (LPB),-0.288211454,-1.19018014
El Arish -  El Arish International Airport (Egypt) (AAC),0.542331384,0.590546118
El Bagre -  El Bagre Airport (Colombia) (EBG),0.132583413,-1.305661615
El Bayadh -  El Bayadh Airport (Algeria) (EBH),0.588554113,0.019067722
El Bolson -  El Bolson Airport (Argentina) (EHL),-0.732046924,-1.248474206
El Borma -  El Borma Airport (Tunisia) (EBM),0.553344421,0.161523583
Santiago -  El Bosque Airport (Chile),-0.58576388,-1.233745328
El Calafate -  El Calafate Airport (Argentina) (FTE),-0.877556784,-1.257563849
Quibdo -  El Carano Airport (Colombia) (UIB),0.099322499,-1.337641283
Montalvo -  El Carmen Airport (Ecuador),-0.036076129,-1.343479416
El Carmen -  El Carmen de Siquirres Airport (Costa Rica),0.178058484,-1.456864698
El Centro -  El Centro NAF Airport (Vraciu Field) (United States) (NJK),0.572977648,-2.018857183
El Dorado -  El Dorado Airport (Argentina) (ELO),-0.460723273,-0.952508193
El Dorado -  El Dorado Airport (Venezuela) (EOR),0.117518832,-1.074831909
Bogota -  El Dorado International Airport (Colombia) (BOG),0.082058226,-1.294107535
El dorado springs -  El Dorado Springs Memorial Airport (United States),0.660724075,-1.640593784
Armenia -  El Eden Airport (Colombia) (AXM),0.077715672,-1.322373142
Providencia -  El Embrujo Airport (Colombia) (PVA),0.233121883,-1.419970209
El Fasher -  El Fasher Airport (Sudan) (ELF),0.237624826,0.441997656
Svenborg -  El Fuentero Airport (Denmark),0.123918375,-1.214458316
El Golea -  El Golea Airport (Algeria) (ELG),0.533569851,0.049909262
El Gorah -  El Gora Airport (Egypt) (EGH),0.542248648,0.595674399
Maldonado -  El Jaguel / Punta del Este Airport (Uruguay),-0.609416612,-0.958482462
Jalapa -  El Lencero Airport (Mexico) (JAL),0.339904609,-1.689435093
Maracaibo -  El Libertador Airbase (Venezuela),0.177733429,-1.179097662
Calama -  El Loa Airport (Chile) (CJC),-0.392667656,-1.202594732
Alexandria -  El Nouzha Airport (Egypt) (ALY),0.544261743,0.522706916
El Obeid -  El Obeid Airport (Sudan) (EBD),0.22956665,0.527660163
El Palomar -  El Palomar Airport (Argentina) (EPA),-0.604056709,-1.022982853
San Miguel -  El Papalon Airport (El Salvador),0.234643817,-1.538106291
El Paso -  El Paso International Airport (United States) (ELP),0.555140357,-1.856646324
Mendoza -  El Plumerillo Airport (Argentina) (MDZ),-0.573021253,-1.200662609
Poza Rico -  El Tajin National Airport (Mexico) (PAZ),0.359584937,-1.701011855
Kupang -  El Tari Airport (Indonesia) (KOE),-0.177527916,2.158466097
Puerto Madryn -  El Tehuelche Airport (Argentina) (PMY),-0.746288826,-1.136256467
Puerto Montt -  El Tepual Airport (Chile) (PMC),-0.723245243,-1.275730994
El-tor -  El Tor Airport (Egypt) (ELT),0.492339922,0.587224757
Santa Ana -  El Toro Marine Corps Air Station (United States) (NZJ),0.587758854,-2.054793631
Santa Cruz -  El Trompillo Airport (Bolivia) (SRZ),-0.31087106,-1.102550689
Yopal -  El Yopal Airport (Colombia) (EYP),0.092835983,-1.263339126
Elazig -  Elazig Airport (Turkey) (EZS),0.673817506,0.685764314
Elcho Island -  Elcho Island Airport (Australia) (ELC),-0.209778098,2.366160305
Eldoret -  Eldoret International Airport (Kenya) (EDL),0.007059124,0.615034816
Elefsis -  Elefsis Airport (Greece),0.66433865,0.411129754
Athens -  Eleftherios Venizelos International Airport (Greece) (ATH),0.66211511,0.417910362
Elfin Cove -  Elfin Cove Seaplane Base (United States) (ELV),1.015697881,-2.379704077
Elim -  Elim Airport (United States) (ELI),1.127739266,-2.83218074
Elista -  Elista Airport (Russia) (ESL),0.809377266,0.773720135
Elizabeth City -  Elizabeth City Regional Airport & Coast Guard Air Station (United States) (ECG),0.632866877,-1.329497554
Elkhart -  Elkhart Morton County Airport (United States),0.645784075,-1.77814139
Elkhart -  Elkhart Municipal Airport (United States) (EKI),0.728140866,-1.50103895
Elkins -  Elkins-Randolph Co-Jennings Randolph Field (United States) (EKN),0.678748083,-1.393769351
Elko -  Elko Regional Airport (United States) (EKO),0.712528949,-2.020951644
Houston -  Ellington Airport (United States) (EFD),0.516744864,-1.660834341
ELLIOT LAKE -  Elliot Lake Municipal Airport (Canada) (YEL),0.808984516,-1.440968289
Elliott -  Elliott Airport (Australia),-0.305911356,2.330536265
Kona -  Ellison Onizuka Kona International At Keahole Airport (United States) (KOA),0.344506754,-2.723509556
Rapid City -  Ellsworth Air Force Base (United States) (RCA),0.770475606,-1.799504207
Anchorage -  Elmendorf Air Force Base (United States) (EDF),1.069031611,-2.614625511
Elmira -  Elmira Corning Regional Airport (United States) (ELM),0.735829079,-1.342011614
Elorza -  Elorza Airport (Venezuela) (EOZ),0.123627483,-1.213585598
Manta -  Eloy Alfaro International Airport (Ecuador) (MEC),-0.016512176,-1.40811074
Elsenthal -  Elsenthal Grafe Airport (Germany),0.852113339,0.233306888
Elstree -  Elstree Airfield (United Kingdom),0.901563785,-0.005686859
Ely -  Ely Airport Yelland Field (United States) (ELY),0.68590919,-2.00437107
Ely -  Ely Municipal Airport (United States) (LYU),0.834695006,-1.602748135
Sanana -  Emalamo Sanana Airport (Indonesia) (SQN),-0.036311748,2.198538949
